scenario_id,bench_id,tier,replicate,random_seed,min_ttc_s
LEAD_BRAKE_MODERATE,HIL-B,varied_seed,5,211814,2.429741
LEAD_BRAKE_MODERATE,HIL-C,fixed_seed,1,360067,2.687736
LEAD_BRAKE_MODERATE,HIL-C,fixed_seed,2,360067,2.522347
LEAD_BRAKE_MODERATE,HIL-C,fixed_seed,3,360067,2.721482
LEAD_BRAKE_MODERATE,HIL-C,varied_seed,1,891500,2.463991
LEAD_BRAKE_MODERATE,HIL-C,varied_seed,2,39287,2.165943
LEAD_BRAKE_MODERATE,HIL-C,varied_seed,3,673431,2.353216
LEAD_BRAKE_MODERATE,HIL-C,varied_seed,4,287040,2.62627
LEAD_BRAKE_MODERATE,HIL-C,varied_seed,5,618005,2.559489
PED_CROSS_OCCLUDED,HIL-A,fixed_seed,1,809642,1.580334
PED_CROSS_OCCLUDED,HIL-A,fixed_seed,2,809642,1.580334
PED_CROSS_OCCLUDED,HIL-A,fixed_seed,3,809642,1.580334
PED_CROSS_OCCLUDED,HIL-A,varied_seed,1,987419,1.51707
PED_CROSS_OCCLUDED,HIL-A,varied_seed,2,13162,1.476085
PED_CROSS_OCCLUDED,HIL-A,varied_seed,3,828297,1.746736
PED_CROSS_OCCLUDED,HIL-A,varied_seed,4,261938,1.804213
PED_CROSS_OCCLUDED,HIL-A,varied_seed,5,948164,1.713126
PED_CROSS_OCCLUDED,HIL-B,fixed_seed,1,975915,1.478617
PED_CROSS_OCCLUDED,HIL-B,fixed_seed,2,975915,1.477939
PED_CROSS_OCCLUDED,HIL-B,fixed_seed,3,975915,1.496908
PED_CROSS_OCCLUDED,HIL-B,varied_seed,1,375017,1.965114
PED_CROSS_OCCLUDED,HIL-B,varied_seed,2,817501,1.215974
PED_CROSS_OCCLUDED,HIL-B,varied_seed,3,104110,1.48142
PED_CROSS_OCCLUDED,HIL-B,varied_seed,4,908519,1.395496
PED_CROSS_OCCLUDED,HIL-B,varied_seed,5,461542,1.198207
PED_CROSS_OCCLUDED,HIL-C,fixed_seed,1,125387,1.612143
PED_CROSS_OCCLUDED,HIL-C,fixed_seed,2,125387,1.557535
PED_CROSS_OCCLUDED,HIL-C,fixed_seed,3,125387,1.498959
PED_CROSS_OCCLUDED,HIL-C,varied_seed,1,779127,1.611153
PED_CROSS_OCCLUDED,HIL-C,varied_seed,2,278256,1.985695
PED_CROSS_OCCLUDED,HIL-C,varied_seed,3,245268,1.467956
PED_CROSS_OCCLUDED,HIL-C,varied_seed,4,839750,1.853231
PED_CROSS_OCCLUDED,HIL-C,varied_seed,5,782739,1.815197
PED_CROSS_OPEN,HIL-A,fixed_seed,1,320327,2.763652
PED_CROSS_OPEN,HIL-A,fixed_seed,2,320327,2.763652
PED_CROSS_OPEN,HIL-A,fixed_seed,3,320327,2.763652
PED_CROSS_OPEN,HIL-A,varied_seed,1,182868,2.829108
PED_CROSS_OPEN,HIL-A,varied_seed,2,707541,2.970557
PED_CROSS_OPEN,HIL-A,varied_seed,3,277776,2.454433
PED_CROSS_OPEN,HIL-A,varied_seed,4,769866,2.928413
PED_CROSS_OPEN,HIL-A,varied_seed,5,773091,2.972712
PED_CROSS_OPEN,HIL-B,fixed_seed,1,39132,2.765962
PED_CROSS_OPEN,HIL-B,fixed_seed,2,39132,2.760036
PED_CROSS_OPEN,HIL-B,fixed_seed,3,39132,2.752343
PED_CROSS_OPEN,HIL-B,varied_seed,1,785730,2.811679
PED_CROSS_OPEN,HIL-B,varied_seed,2,363909,2.941248
PED_CROSS_OPEN,HIL-B,varied_seed,3,629289,2.698161
PED_CROSS_OPEN,HIL-B,varied_seed,4,319561,2.328386
PED_CROSS_OPEN,HIL-B,varied_seed,5,479823,2.620507
PED_CROSS_OPEN,HIL-C,fixed_seed,1,819836,2.873627
PED_CROSS_OPEN,HIL-C,fixed_seed,2,819836,2.71283
PED_CROSS_OPEN,HIL-C,fixed_seed,3,819836,2.967705
PED_CROSS_OPEN,HIL-C,varied_seed,1,472264,2.928014
PED_CROSS_OPEN,HIL-C,varied_seed,2,198089,2.926906
PED_CROSS_OPEN,HIL-C,varied_seed,3,30899,2.978972
PED_CROSS_OPEN,HIL-C,varied_seed,4,528784,3.052778
PED_CROSS_OPEN,HIL-C,varied_seed,5,926203,3.363482
CYCLIST_OVERTAKE,HIL-A,fixed_seed,1,75021,1.639492
CYCLIST_OVERTAKE,HIL-A,fixed_seed,2,75021,1.639492
CYCLIST_OVERTAKE,HIL-A,fixed_seed,3,75021,1.639492
CYCLIST_OVERTAKE,HIL-A,varied_seed,1,847311,1.710271
CYCLIST_OVERTAKE,HIL-A,varied_seed,2,149809,1.665544
CYCLIST_OVERTAKE,HIL-A,varied_seed,3,981221,1.959744
CYCLIST_OVERTAKE,HIL-A,varied_seed,4,594383,1.72908
CYCLIST_OVERTAKE,HIL-A,varied_seed,5,203761,1.702794
CYCLIST_OVERTAKE,HIL-B,fixed_seed,1,537343,1.660837
CYCLIST_OVERTAKE,HIL-B,fixed_seed,2,537343,1.677018
CYCLIST_OVERTAKE,HIL-B,fixed_seed,3,537343,1.668001
CYCLIST_OVERTAKE,HIL-B,varied_seed,1,101394,1.274814
CYCLIST_OVERTAKE,HIL-B,varied_seed,2,45211,1.814217
CYCLIST_OVERTAKE,HIL-B,varied_seed,3,774708,1.578382
CYCLIST_OVERTAKE,HIL-B,varied_seed,4,46046,1.458857
CYCLIST_OVERTAKE,HIL-B,varied_seed,5,399988,1.626473
CYCLIST_OVERTAKE,HIL-C,fixed_seed,1,252965,1.820352
CYCLIST_OVERTAKE,HIL-C,fixed_seed,2,252965,1.804599
CYCLIST_OVERTAKE,HIL-C,fixed_seed,3,252965,1.758034
CYCLIST_OVERTAKE,HIL-C,varied_seed,1,502174,2.027704
CYCLIST_OVERTAKE,HIL-C,varied_seed,2,446351,1.813464
CYCLIST_OVERTAKE,HIL-C,varied_seed,3,610309,1.649027
CYCLIST_OVERTAKE,HIL-C,varied_seed,4,927083,2.008364
CYCLIST_OVERTAKE,HIL-C,varied_seed,5,374830,2.007346
MERGE_DENSE,HIL-A,fixed_seed,1,118947,1.389244
MERGE_DENSE,HIL-A,fixed_seed,2,118947,1.389244
MERGE_DENSE,HIL-A,fixed_seed,3,118947,1.389244
MERGE_DENSE,HIL-A,varied_seed,1,630395,1.319993
MERGE_DENSE,HIL-A,varied_seed,2,282682,1.38079
MERGE_DENSE,HIL-A,varied_seed,3,246485,1.817258
MERGE_DENSE,HIL-A,varied_seed,4,953670,1.159223
MERGE_DENSE,HIL-A,varied_seed,5,350586,1.376062
MERGE_DENSE,HIL-B,fixed_seed,1,983041,1.537514
MERGE_DENSE,HIL-B,fixed_seed,2,983041,1.548569
MERGE_DENSE,HIL-B,fixed_seed,3,983041,1.535144
MERGE_DENSE,HIL-B,varied_seed,1,448369,1.582818
MERGE_DENSE,HIL-B,varied_seed,2,734999,1.55273
MERGE_DENSE,HIL-B,varied_seed,3,492610,1.685041
MERGE_DENSE,HIL-B,varied_seed,4,41122,1.638533
MERGE_DENSE,HIL-B,varied_seed,5,800596,1.956313
MERGE_DENSE,HIL-C,fixed_seed,1,972089,1.543202
MERGE_DENSE,HIL-C,fixed_seed,2,972089,1.621741
MERGE_DENSE,HIL-C,fixed_seed,3,972089,1.750532
MERGE_DENSE,HIL-C,varied_seed,1,355816,1.46218
MERGE_DENSE,HIL-C,varied_seed,2,39425,1.669477
MERGE_DENSE,HIL-C,varied_seed,3,546120,1.459749
MERGE_DENSE,HIL-C,varied_seed,4,789058,1.91335
MERGE_DENSE,HIL-C,varied_seed,5,643189,1.332025
MERGE_SPARSE,HIL-A,fixed_seed,1,452098,3.099187
MERGE_SPARSE,HIL-A,fixed_seed,2,452098,3.099187
MERGE_SPARSE,HIL-A,fixed_seed,3,452098,3.099187
MERGE_SPARSE,HIL-A,varied_seed,1,472409,3.136701
MERGE_SPARSE,HIL-A,varied_seed,2,357820,3.248479
MERGE_SPARSE,HIL-A,varied_seed,3,403577,3.023827
MERGE_SPARSE,HIL-A,varied_seed,4,104228,2.878697
MERGE_SPARSE,HIL-A,varied_seed,5,928602,3.429444
MERGE_SPARSE,HIL-B,fixed_seed,1,113120,2.950044
MERGE_SPARSE,HIL-B,fixed_seed,2,113120,2.968337
MERGE_SPARSE,HIL-B,fixed_seed,3,113120,2.943904
MERGE_SPARSE,HIL-B,varied_seed,1,323678,2.848348
MERGE_SPARSE,HIL-B,varied_seed,2,831026,2.699685
MERGE_SPARSE,HIL-B,varied_seed,3,837114,2.350784
MERGE_SPARSE,HIL-B,varied_seed,4,652601,2.974869
MERGE_SPARSE,HIL-B,varied_seed,5,407244,3.00749
MERGE_SPARSE,HIL-C,fixed_seed,1,253535,3.140101
MERGE_SPARSE,HIL-C,fixed_seed,2,253535,3.05828
MERGE_SPARSE,HIL-C,fixed_seed,3,253535,3.19233
MERGE_SPARSE,HIL-C,varied_seed,1,421059,3.292428
MERGE_SPARSE,HIL-C,varied_seed,2,403675,3.42358
MERGE_SPARSE,HIL-C,varied_seed,3,597104,2.888984
MERGE_SPARSE,HIL-C,varied_seed,4,820052,3.007565
MERGE_SPARSE,HIL-C,varied_seed,5,225238,3.159076
STATIONARY_OBSTACLE,HIL-A,fixed_seed,1,327994,2.034687
STATIONARY_OBSTACLE,HIL-A,fixed_seed,2,327994,2.034687
STATIONARY_OBSTACLE,HIL-A,fixed_seed,3,327994,2.034687
STATIONARY_OBSTACLE,HIL-A,varied_seed,1,874077,1.99501
STATIONARY_OBSTACLE,HIL-A,varied_seed,2,473875,2.06957
STATIONARY_OBSTACLE,HIL-A,varied_seed,3,458775,1.985263
STATIONARY_OBSTACLE,HIL-A,varied_seed,4,761176,1.770372
STATIONARY_OBSTACLE,HIL-A,varied_seed,5,677512,1.637824
STATIONARY_OBSTACLE,HIL-B,fixed_seed,1,966052,1.907127
STATIONARY_OBSTACLE,HIL-B,fixed_seed,2,966052,1.922366
STATIONARY_OBSTACLE,HIL-B,fixed_seed,3,966052,1.910383
STATIONARY_OBSTACLE,HIL-B,varied_seed,1,364026,1.797212
STATIONARY_OBSTACLE,HIL-B,varied_seed,2,388492,2.495291
STATIONARY_OBSTACLE,HIL-B,varied_seed,3,80374,2.151732
STATIONARY_OBSTACLE,HIL-B,varied_seed,4,972272,1.959907
STATIONARY_OBSTACLE,HIL-B,varied_seed,5,848920,2.268079
STATIONARY_OBSTACLE,HIL-C,fixed_seed,1,161449,2.329921
STATIONARY_OBSTACLE,HIL-C,fixed_seed,2,161449,2.142028
STATIONARY_OBSTACLE,HIL-C,fixed_seed,3,161449,2.270722
STATIONARY_OBSTACLE,HIL-C,varied_seed,1,259488,2.092292
STATIONARY_OBSTACLE,HIL-C,varied_seed,2,101235,2.379594
STATIONARY_OBSTACLE,HIL-C,varied_seed,3,25815,2.160056
STATIONARY_OBSTACLE,HIL-C,varied_seed,4,551887,2.07717
STATIONARY_OBSTACLE,HIL-C,varied_seed,5,994754,2.118783
ONCOMING_INTRUSION,HIL-A,fixed_seed,1,494253,1.370734
ONCOMING_INTRUSION,HIL-A,fixed_seed,2,494253,1.370734
ONCOMING_INTRUSION,HIL-A,fixed_seed,3,494253,1.370734
ONCOMING_INTRUSION,HIL-A,varied_seed,1,272496,0.88244
ONCOMING_INTRUSION,HIL-A,varied_seed,2,671040,1.522446
ONCOMING_INTRUSION,HIL-A,varied_seed,3,562464,1.348852
ONCOMING_INTRUSION,HIL-A,varied_seed,4,889977,1.377685
ONCOMING_INTRUSION,HIL-A,varied_seed,5,368938,1.393143
ONCOMING_INTRUSION,HIL-B,fixed_seed,1,326549,1.180183
ONCOMING_INTRUSION,HIL-B,fixed_seed,2,326549,1.199778
ONCOMING_INTRUSION,HIL-B,fixed_seed,3,326549,1.176796
ONCOMING_INTRUSION,HIL-B,varied_seed,1,939746,1.460642
ONCOMING_INTRUSION,HIL-B,varied_seed,2,655473,0.976147
ONCOMING_INTRUSION,HIL-B,varied_seed,3,585559,1.591122
ONCOMING_INTRUSION,HIL-B,varied_seed,4,689383,1.285884
ONCOMING_INTRUSION,HIL-B,varied_seed,5,469214,0.963827
ONCOMING_INTRUSION,HIL-C,fixed_seed,1,864887,1.600891
ONCOMING_INTRUSION,HIL-C,fixed_seed,2,864887,1.540426
ONCOMING_INTRUSION,HIL-C,fixed_seed,3,864887,1.497201
ONCOMING_INTRUSION,HIL-C,varied_seed,1,659587,1.64624
ONCOMING_INTRUSION,HIL-C,varied_seed,2,434112,1.837486
ONCOMING_INTRUSION,HIL-C,varied_seed,3,150983,0.868435
ONCOMING_INTRUSION,HIL-C,varied_seed,4,211826,1.632253
ONCOMING_INTRUSION,HIL-C,varied_seed,5,14843,1.0396
ROUNDABOUT_YIELD,HIL-A,fixed_seed,1,837791,2.702889
ROUNDABOUT_YIELD,HIL-A,fixed_seed,2,837791,2.702889
ROUNDABOUT_YIELD,HIL-A,fixed_seed,3,837791,2.702889
ROUNDABOUT_YIELD,HIL-A,varied_seed,1,149397,2.889071
ROUNDABOUT_YIELD,HIL-A,varied_seed,2,687733,2.981295
ROUNDABOUT_YIELD,HIL-A,varied_seed,3,882497,2.219225
ROUNDABOUT_YIELD,HIL-A,varied_seed,4,609447,2.827129
ROUNDABOUT_YIELD,HIL-A,varied_seed,5,874263,2.448507
ROUNDABOUT_YIELD,HIL-B,fixed_seed,1,880550,2.577725
ROUNDABOUT_YIELD,HIL-B,fixed_seed,2,880550,2.566434
ROUNDABOUT_YIELD,HIL-B,fixed_seed,3,880550,2.598329
ROUNDABOUT_YIELD,HIL-B,varied_seed,1,141504,2.558498
ROUNDABOUT_YIELD,HIL-B,varied_seed,2,520765,2.579696
ROUNDABOUT_YIELD,HIL-B,varied_seed,3,292347,2.657228
ROUNDABOUT_YIELD,HIL-B,varied_seed,4,977780,2.395091
ROUNDABOUT_YIELD,HIL-B,varied_seed,5,769508,2.349799
ROUNDABOUT_YIELD,HIL-C,fixed_seed,1,141447,2.829857
ROUNDABOUT_YIELD,HIL-C,fixed_seed,2,141447,2.751795
ROUNDABOUT_YIELD,HIL-C,fixed_seed,3,141447,2.814624
ROUNDABOUT_YIELD,HIL-C,varied_seed,1,378703,3.140119
ROUNDABOUT_YIELD,HIL-C,varied_seed,2,581863,2.757425
ROUNDABOUT_YIELD,HIL-C,varied_seed,3,708902,2.637472
ROUNDABOUT_YIELD,HIL-C,varied_seed,4,551767,2.318209
ROUNDABOUT_YIELD,HIL-C,varied_seed,5,530479,2.915003
LANE_DROP,HIL-A,fixed_seed,1,332279,2.20478
LANE_DROP,HIL-A,fixed_seed,2,332279,2.20478
LANE_DROP,HIL-A,fixed_seed,3,332279,2.20478
LANE_DROP,HIL-A,varied_seed,1,837152,2.642645
LANE_DROP,HIL-A,varied_seed,2,241077,2.340249
LANE_DROP,HIL-A,varied_seed,3,962572,2.184957
LANE_DROP,HIL-A,varied_seed,4,809073,2.332773
LANE_DROP,HIL-A,varied_seed,5,758663,2.093661
LANE_DROP,HIL-B,fixed_seed,1,677323,2.129987
LANE_DROP,HIL-B,fixed_seed,2,677323,2.108019
LANE_DROP,HIL-B,fixed_seed,3,677323,2.119711
LANE_DROP,HIL-B,varied_seed,1,853203,2.191425
LANE_DROP,HIL-B,varied_seed,2,523683,2.339749
LANE_DROP,HIL-B,varied_seed,3,608675,2.310032
LANE_DROP,HIL-B,varied_seed,4,77668,2.213182
LANE_DROP,HIL-B,varied_seed,5,158401,2.121799
LANE_DROP,HIL-C,fixed_seed,1,715480,2.438905
LANE_DROP,HIL-C,fixed_seed,2,715480,2.43347
LANE_DROP,HIL-C,fixed_seed,3,715480,2.287024
LANE_DROP,HIL-C,varied_seed,1,620951,2.457445
LANE_DROP,HIL-C,varied_seed,2,695262,2.886752
LANE_DROP,HIL-C,varied_seed,3,974543,2.050683
LANE_DROP,HIL-C,varied_seed,4,677732,2.025096
LANE_DROP,HIL-C,varied_seed,5,722858,2.393432
TRAFFIC_LIGHT_DILEMMA,HIL-A,fixed_seed,1,334940,1.775355
TRAFFIC_LIGHT_DILEMMA,HIL-A,fixed_seed,2,334940,1.775355
TRAFFIC_LIGHT_DILEMMA,HIL-A,fixed_seed,3,334940,1.775355
TRAFFIC_LIGHT_DILEMMA,HIL-A,varied_seed,1,532484,1.688599
TRAFFIC_LIGHT_DILEMMA,HIL-A,varied_seed,2,569351,1.509878
TRAFFIC_LIGHT_DILEMMA,HIL-A,varied_seed,3,862130,1.704937
TRAFFIC_LIGHT_DILEMMA,HIL-A,varied_seed,4,150723,1.579509
TRAFFIC_LIGHT_DILEMMA,HIL-A,varied_seed,5,965999,1.692649
TRAFFIC_LIGHT_DILEMMA,HIL-B,fixed_seed,1,425966,1.624908
TRAFFIC_LIGHT_DILEMMA,HIL-B,fixed_seed,2,425966,1.652871
TRAFFIC_LIGHT_DILEMMA,HIL-B,fixed_seed,3,425966,1.618489
TRAFFIC_LIGHT_DILEMMA,HIL-B,varied_seed,1,413000,1.64732
TRAFFIC_LIGHT_DILEMMA,HIL-B,varied_seed,2,782917,1.42086
TRAFFIC_LIGHT_DILEMMA,HIL-B,varied_seed,3,433406,1.288218
TRAFFIC_LIGHT_DILEMMA,HIL-B,varied_seed,4,87862,1.750266
TRAFFIC_LIGHT_DILEMMA,HIL-B,varied_seed,5,847632,1.421605
TRAFFIC_LIGHT_DILEMMA,HIL-C,fixed_seed,1,714368,1.939187
TRAFFIC_LIGHT_DILEMMA,HIL-C,fixed_seed,2,714368,1.965052
TRAFFIC_LIGHT_DILEMMA,HIL-C,fixed_seed,3,714368,1.941004
TRAFFIC_LIGHT_DILEMMA,HIL-C,varied_seed,1,853428,2.305484
TRAFFIC_LIGHT_DILEMMA,HIL-C,varied_seed,2,933476,1.406109
TRAFFIC_LIGHT_DILEMMA,HIL-C,varied_seed,3,924079,2.365769
TRAFFIC_LIGHT_DILEMMA,HIL-C,varied_seed,4,365790,1.69539
TRAFFIC_LIGHT_DILEMMA,HIL-C,varied_seed,5,319776,2.117532
DEBRIS_AVOIDANCE,HIL-A,fixed_seed,1,203648,3.247321
DEBRIS_AVOIDANCE,HIL-A,fixed_seed,2,203648,3.247321
DEBRIS_AVOIDANCE,HIL-A,fixed_seed,3,203648,3.247321
DEBRIS_AVOIDANCE,HIL-A,varied_seed,1,46027,3.542808
DEBRIS_AVOIDANCE,HIL-A,varied_seed,2,477926,3.306832
DEBRIS_AVOIDANCE,HIL-A,varied_seed,3,97349,3.406816
DEBRIS_AVOIDANCE,HIL-A,varied_seed,4,350739,3.086723
DEBRIS_AVOIDANCE,HIL-A,varied_seed,5,843308,3.23133
DEBRIS_AVOIDANCE,HIL-B,fixed_seed,1,645208,3.184763
DEBRIS_AVOIDANCE,HIL-B,fixed_seed,2,645208,3.224906
DEBRIS_AVOIDANCE,HIL-B,fixed_seed,3,645208,3.213949
DEBRIS_AVOIDANCE,HIL-B,varied_seed,1,108646,3.125271
DEBRIS_AVOIDANCE,HIL-B,varied_seed,2,317025,3.273487
DEBRIS_AVOIDANCE,HIL-B,varied_seed,3,507365,3.264457
DEBRIS_AVOIDANCE,HIL-B,varied_seed,4,270363,3.38543
DEBRIS_AVOIDANCE,HIL-B,varied_seed,5,296325,3.246955
DEBRIS_AVOIDANCE,HIL-C,fixed_seed,1,245803,3.344462
DEBRIS_AVOIDANCE,HIL-C,fixed_seed,2,245803,3.385789
DEBRIS_AVOIDANCE,HIL-C,fixed_seed,3,245803,3.331972
DEBRIS_AVOIDANCE,HIL-C,varied_seed,1,144263,3.578516
DEBRIS_AVOIDANCE,HIL-C,varied_seed,2,357588,3.471383
DEBRIS_AVOIDANCE,HIL-C,varied_seed,3,770376,3.408691
DEBRIS_AVOIDANCE,HIL-C,varied_seed,4,583813,2.817871
DEBRIS_AVOIDANCE,HIL-C,varied_seed,5,532699,3.424263
