scenario_id,vehicle_id,bench_id,replicate,replicate_definition,residual_clearance_ft,reference_value_ft,verdict
US101_V0792_T1118847202400,792,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,55.281,55.459999999999994,pass
US101_V0792_T1118847202400,792,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,55.949,55.459999999999994,pass
US101_V0792_T1118847202400,792,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,56.265,55.459999999999994,pass
US101_V0792_T1118847202400,792,local_position_SG,1,10Hz sampling phase 0 modulo 3,55.281,55.459999999999994,pass
US101_V0792_T1118847202400,792,local_position_SG,2,10Hz sampling phase 1 modulo 3,55.949,55.459999999999994,pass
US101_V0792_T1118847202400,792,local_position_SG,3,10Hz sampling phase 2 modulo 3,56.586000000000006,55.459999999999994,pass
US101_V0792_T1118847202400,792,global_position_SG,1,10Hz sampling phase 0 modulo 3,55.281,55.459999999999994,pass
US101_V0792_T1118847202400,792,global_position_SG,2,10Hz sampling phase 1 modulo 3,55.949,55.459999999999994,pass
US101_V0792_T1118847202400,792,global_position_SG,3,10Hz sampling phase 2 modulo 3,56.45827485837643,55.459999999999994,pass
US101_V0793_T1118847203000,793,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,120.615,120.10000000000001,pass
US101_V0793_T1118847203000,793,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,120.298,120.10000000000001,pass
US101_V0793_T1118847203000,793,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,119.92399999999999,120.10000000000001,pass
US101_V0793_T1118847203000,793,local_position_SG,1,10Hz sampling phase 0 modulo 3,120.73199999999999,120.10000000000001,pass
US101_V0793_T1118847203000,793,local_position_SG,2,10Hz sampling phase 1 modulo 3,120.99399999999999,120.10000000000001,pass
US101_V0793_T1118847203000,793,local_position_SG,3,10Hz sampling phase 2 modulo 3,120.9965272727274,120.10000000000001,pass
US101_V0793_T1118847203000,793,global_position_SG,1,10Hz sampling phase 0 modulo 3,120.93107284318486,120.10000000000001,pass
US101_V0793_T1118847203000,793,global_position_SG,2,10Hz sampling phase 1 modulo 3,120.99399999999999,120.10000000000001,pass
US101_V0793_T1118847203000,793,global_position_SG,3,10Hz sampling phase 2 modulo 3,121.39255171435713,120.10000000000001,pass
US101_V0796_T1118847203600,796,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,77.314,77.21,pass
US101_V0796_T1118847203600,796,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,77.502,77.21,pass
US101_V0796_T1118847203600,796,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,77.52799999999999,77.21,pass
US101_V0796_T1118847203600,796,local_position_SG,1,10Hz sampling phase 0 modulo 3,78.51370909090902,77.21,pass
US101_V0796_T1118847203600,796,local_position_SG,2,10Hz sampling phase 1 modulo 3,78.93414545454534,77.21,pass
US101_V0796_T1118847203600,796,local_position_SG,3,10Hz sampling phase 2 modulo 3,78.55029090909075,77.21,pass
US101_V0796_T1118847203600,796,global_position_SG,1,10Hz sampling phase 0 modulo 3,78.50614520119724,77.21,pass
US101_V0796_T1118847203600,796,global_position_SG,2,10Hz sampling phase 1 modulo 3,78.49294366974698,77.21,pass
US101_V0796_T1118847203600,796,global_position_SG,3,10Hz sampling phase 2 modulo 3,78.52752808509149,77.21,pass
US101_V0798_T1118847204700,798,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,133.243,133.47,pass
US101_V0798_T1118847204700,798,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,134.466,133.47,pass
US101_V0798_T1118847204700,798,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,135.67000000000002,133.47,pass
US101_V0798_T1118847204700,798,local_position_SG,1,10Hz sampling phase 0 modulo 3,133.243,133.47,pass
US101_V0798_T1118847204700,798,local_position_SG,2,10Hz sampling phase 1 modulo 3,134.466,133.47,pass
US101_V0798_T1118847204700,798,local_position_SG,3,10Hz sampling phase 2 modulo 3,135.67000000000002,133.47,pass
US101_V0798_T1118847204700,798,global_position_SG,1,10Hz sampling phase 0 modulo 3,133.243,133.47,pass
US101_V0798_T1118847204700,798,global_position_SG,2,10Hz sampling phase 1 modulo 3,134.466,133.47,pass
US101_V0798_T1118847204700,798,global_position_SG,3,10Hz sampling phase 2 modulo 3,135.67000000000002,133.47,pass
US101_V0799_T1118847202800,799,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,121.115,121.37,pass
US101_V0799_T1118847202800,799,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,121.499,121.37,pass
US101_V0799_T1118847202800,799,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,121.86,121.37,pass
US101_V0799_T1118847202800,799,local_position_SG,1,10Hz sampling phase 0 modulo 3,121.17800000000001,121.37,pass
US101_V0799_T1118847202800,799,local_position_SG,2,10Hz sampling phase 1 modulo 3,121.53483636363633,121.37,pass
US101_V0799_T1118847202800,799,local_position_SG,3,10Hz sampling phase 2 modulo 3,120.58423636363617,121.37,pass
US101_V0799_T1118847202800,799,global_position_SG,1,10Hz sampling phase 0 modulo 3,121.06267093187827,121.37,pass
US101_V0799_T1118847202800,799,global_position_SG,2,10Hz sampling phase 1 modulo 3,121.55281390532848,121.37,pass
US101_V0799_T1118847202800,799,global_position_SG,3,10Hz sampling phase 2 modulo 3,121.17429778867235,121.37,pass
US101_V0800_T1118847203500,800,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,46.669,46.290000000000006,pass
US101_V0800_T1118847203500,800,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,46.983999999999995,46.290000000000006,pass
US101_V0800_T1118847203500,800,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,46.68500000000001,46.290000000000006,pass
US101_V0800_T1118847203500,800,local_position_SG,1,10Hz sampling phase 0 modulo 3,47.94009090909072,46.290000000000006,pass
US101_V0800_T1118847203500,800,local_position_SG,2,10Hz sampling phase 1 modulo 3,47.651999999999816,46.290000000000006,pass
US101_V0800_T1118847203500,800,local_position_SG,3,10Hz sampling phase 2 modulo 3,47.76440000000003,46.290000000000006,pass
US101_V0800_T1118847203500,800,global_position_SG,1,10Hz sampling phase 0 modulo 3,47.98994177185141,46.290000000000006,pass
US101_V0800_T1118847203500,800,global_position_SG,2,10Hz sampling phase 1 modulo 3,47.99787333336096,46.290000000000006,pass
US101_V0800_T1118847203500,800,global_position_SG,3,10Hz sampling phase 2 modulo 3,48.29138564772691,46.290000000000006,pass
US101_V0801_T1118847204800,801,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,118.886,119.00999999999999,pass
US101_V0801_T1118847204800,801,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,119.547,119.00999999999999,pass
US101_V0801_T1118847204800,801,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,120.19,119.00999999999999,pass
US101_V0801_T1118847204800,801,local_position_SG,1,10Hz sampling phase 0 modulo 3,118.886,119.00999999999999,pass
US101_V0801_T1118847204800,801,local_position_SG,2,10Hz sampling phase 1 modulo 3,119.547,119.00999999999999,pass
US101_V0801_T1118847204800,801,local_position_SG,3,10Hz sampling phase 2 modulo 3,120.19,119.00999999999999,pass
US101_V0801_T1118847204800,801,global_position_SG,1,10Hz sampling phase 0 modulo 3,118.886,119.00999999999999,pass
US101_V0801_T1118847204800,801,global_position_SG,2,10Hz sampling phase 1 modulo 3,119.547,119.00999999999999,pass
US101_V0801_T1118847204800,801,global_position_SG,3,10Hz sampling phase 2 modulo 3,120.19,119.00999999999999,pass
US101_V0806_T1118847204200,806,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,43.354000000000006,43.290000000000006,pass
US101_V0806_T1118847204200,806,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,43.79600000000001,43.290000000000006,pass
US101_V0806_T1118847204200,806,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,43.108000000000004,43.290000000000006,pass
US101_V0806_T1118847204200,806,local_position_SG,1,10Hz sampling phase 0 modulo 3,44.49425454545447,43.290000000000006,pass
US101_V0806_T1118847204200,806,local_position_SG,2,10Hz sampling phase 1 modulo 3,44.30741818181814,43.290000000000006,pass
US101_V0806_T1118847204200,806,local_position_SG,3,10Hz sampling phase 2 modulo 3,44.25732727272723,43.290000000000006,pass
US101_V0806_T1118847204200,806,global_position_SG,1,10Hz sampling phase 0 modulo 3,44.274526780307646,43.290000000000006,pass
US101_V0806_T1118847204200,806,global_position_SG,2,10Hz sampling phase 1 modulo 3,44.11412376503539,43.290000000000006,pass
US101_V0806_T1118847204200,806,global_position_SG,3,10Hz sampling phase 2 modulo 3,44.01313819162539,43.290000000000006,pass
US101_V0808_T1118847203600,808,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,76.434,76.47,pass
US101_V0808_T1118847203600,808,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,76.59,76.47,pass
US101_V0808_T1118847203600,808,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,76.761,76.47,pass
US101_V0808_T1118847203600,808,local_position_SG,1,10Hz sampling phase 0 modulo 3,76.434,76.47,pass
US101_V0808_T1118847203600,808,local_position_SG,2,10Hz sampling phase 1 modulo 3,76.59,76.47,pass
US101_V0808_T1118847203600,808,local_position_SG,3,10Hz sampling phase 2 modulo 3,76.761,76.47,pass
US101_V0808_T1118847203600,808,global_position_SG,1,10Hz sampling phase 0 modulo 3,76.434,76.47,pass
US101_V0808_T1118847203600,808,global_position_SG,2,10Hz sampling phase 1 modulo 3,76.59,76.47,pass
US101_V0808_T1118847203600,808,global_position_SG,3,10Hz sampling phase 2 modulo 3,76.761,76.47,pass
US101_V0809_T1118847200000,809,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,33.265,30.97999999999999,pass
US101_V0809_T1118847200000,809,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,31.81399999999999,30.97999999999999,pass
US101_V0809_T1118847200000,809,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,30.006,30.97999999999999,pass
US101_V0809_T1118847200000,809,local_position_SG,1,10Hz sampling phase 0 modulo 3,32.72776363636337,30.97999999999999,pass
US101_V0809_T1118847200000,809,local_position_SG,2,10Hz sampling phase 1 modulo 3,31.565290909090677,30.97999999999999,pass
US101_V0809_T1118847200000,809,local_position_SG,3,10Hz sampling phase 2 modulo 3,30.649199999999734,30.97999999999999,pass
US101_V0809_T1118847200000,809,global_position_SG,1,10Hz sampling phase 0 modulo 3,32.01105320940509,30.97999999999999,pass
US101_V0809_T1118847200000,809,global_position_SG,2,10Hz sampling phase 1 modulo 3,30.60088549221502,30.97999999999999,pass
US101_V0809_T1118847200000,809,global_position_SG,3,10Hz sampling phase 2 modulo 3,29.385563113607308,30.97999999999999,pass
US101_V0810_T1118847204100,810,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,193.094,193.16,pass
US101_V0810_T1118847204100,810,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,193.472,193.16,pass
US101_V0810_T1118847204100,810,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,193.609,193.16,pass
US101_V0810_T1118847204100,810,local_position_SG,1,10Hz sampling phase 0 modulo 3,194.7407818181818,193.16,pass
US101_V0810_T1118847204100,810,local_position_SG,2,10Hz sampling phase 1 modulo 3,194.93385454545455,193.16,pass
US101_V0810_T1118847204100,810,local_position_SG,3,10Hz sampling phase 2 modulo 3,195.05305454545447,193.16,pass
US101_V0810_T1118847204100,810,global_position_SG,1,10Hz sampling phase 0 modulo 3,194.86585604011316,193.16,pass
US101_V0810_T1118847204100,810,global_position_SG,2,10Hz sampling phase 1 modulo 3,194.8615038611588,193.16,pass
US101_V0810_T1118847204100,810,global_position_SG,3,10Hz sampling phase 2 modulo 3,194.9302106418454,193.16,pass
US101_V0811_T1118847205400,811,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,71.718,71.19000000000001,pass
US101_V0811_T1118847205400,811,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,72.032,71.19000000000001,pass
US101_V0811_T1118847205400,811,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,49.26200000000001,71.19000000000001,pass
US101_V0811_T1118847205400,811,local_position_SG,1,10Hz sampling phase 0 modulo 3,74.3340181818182,71.19000000000001,pass
US101_V0811_T1118847205400,811,local_position_SG,2,10Hz sampling phase 1 modulo 3,74.31099999999999,71.19000000000001,pass
US101_V0811_T1118847205400,811,local_position_SG,3,10Hz sampling phase 2 modulo 3,49.65380000000005,71.19000000000001,pass
US101_V0811_T1118847205400,811,global_position_SG,1,10Hz sampling phase 0 modulo 3,74.2754548502004,71.19000000000001,pass
US101_V0811_T1118847205400,811,global_position_SG,2,10Hz sampling phase 1 modulo 3,74.07381074115101,71.19000000000001,pass
US101_V0811_T1118847205400,811,global_position_SG,3,10Hz sampling phase 2 modulo 3,49.60089090135121,71.19000000000001,pass
US101_V0812_T1118847204800,812,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,61.917,62.06,pass
US101_V0812_T1118847204800,812,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,62.279,62.06,pass
US101_V0812_T1118847204800,812,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,62.573,62.06,pass
US101_V0812_T1118847204800,812,local_position_SG,1,10Hz sampling phase 0 modulo 3,61.917,62.06,pass
US101_V0812_T1118847204800,812,local_position_SG,2,10Hz sampling phase 1 modulo 3,62.279,62.06,pass
US101_V0812_T1118847204800,812,local_position_SG,3,10Hz sampling phase 2 modulo 3,62.573,62.06,pass
US101_V0812_T1118847204800,812,global_position_SG,1,10Hz sampling phase 0 modulo 3,61.917,62.06,pass
US101_V0812_T1118847204800,812,global_position_SG,2,10Hz sampling phase 1 modulo 3,62.279,62.06,pass
US101_V0812_T1118847204800,812,global_position_SG,3,10Hz sampling phase 2 modulo 3,62.573,62.06,pass
US101_V0813_T1118847205400,813,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,36.903,36.95,pass
US101_V0813_T1118847205400,813,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,37.091,36.95,pass
US101_V0813_T1118847205400,813,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,37.253,36.95,pass
US101_V0813_T1118847205400,813,local_position_SG,1,10Hz sampling phase 0 modulo 3,36.903,36.95,pass
US101_V0813_T1118847205400,813,local_position_SG,2,10Hz sampling phase 1 modulo 3,37.091,36.95,pass
US101_V0813_T1118847205400,813,local_position_SG,3,10Hz sampling phase 2 modulo 3,37.253,36.95,pass
US101_V0813_T1118847205400,813,global_position_SG,1,10Hz sampling phase 0 modulo 3,36.903,36.95,pass
US101_V0813_T1118847205400,813,global_position_SG,2,10Hz sampling phase 1 modulo 3,37.091,36.95,pass
US101_V0813_T1118847205400,813,global_position_SG,3,10Hz sampling phase 2 modulo 3,37.253,36.95,pass
US101_V0816_T1118847206400,816,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,11.449999999999996,10.920000000000002,pass
US101_V0816_T1118847206400,816,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,11.041,10.920000000000002,pass
US101_V0816_T1118847206400,816,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,11.232000000000001,10.920000000000002,pass
US101_V0816_T1118847206400,816,local_position_SG,1,10Hz sampling phase 0 modulo 3,12.723072727272733,10.920000000000002,pass
US101_V0816_T1118847206400,816,local_position_SG,2,10Hz sampling phase 1 modulo 3,12.699563636363605,10.920000000000002,pass
US101_V0816_T1118847206400,816,local_position_SG,3,10Hz sampling phase 2 modulo 3,12.834363636363818,10.920000000000002,pass
US101_V0816_T1118847206400,816,global_position_SG,1,10Hz sampling phase 0 modulo 3,13.193054900869509,10.920000000000002,pass
US101_V0816_T1118847206400,816,global_position_SG,2,10Hz sampling phase 1 modulo 3,13.089037922666726,10.920000000000002,pass
US101_V0816_T1118847206400,816,global_position_SG,3,10Hz sampling phase 2 modulo 3,12.851400384336625,10.920000000000002,pass
US101_V0817_T1118847206100,817,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,34.576,33.64999999999999,pass
US101_V0817_T1118847206100,817,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,33.88699999999999,33.64999999999999,pass
US101_V0817_T1118847206100,817,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,33.627,33.64999999999999,pass
US101_V0817_T1118847206100,817,local_position_SG,1,10Hz sampling phase 0 modulo 3,35.01361818181821,33.64999999999999,pass
US101_V0817_T1118847206100,817,local_position_SG,2,10Hz sampling phase 1 modulo 3,35.736799999999995,33.64999999999999,pass
US101_V0817_T1118847206100,817,local_position_SG,3,10Hz sampling phase 2 modulo 3,35.233854545454655,33.64999999999999,pass
US101_V0817_T1118847206100,817,global_position_SG,1,10Hz sampling phase 0 modulo 3,35.26648311461674,33.64999999999999,pass
US101_V0817_T1118847206100,817,global_position_SG,2,10Hz sampling phase 1 modulo 3,35.99658888558163,33.64999999999999,pass
US101_V0817_T1118847206100,817,global_position_SG,3,10Hz sampling phase 2 modulo 3,35.107543863212484,33.64999999999999,pass
US101_V0818_T1118847204500,818,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,76.592,76.67,pass
US101_V0818_T1118847204500,818,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,77.051,76.67,pass
US101_V0818_T1118847204500,818,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,77.481,76.67,pass
US101_V0818_T1118847204500,818,local_position_SG,1,10Hz sampling phase 0 modulo 3,76.592,76.67,pass
US101_V0818_T1118847204500,818,local_position_SG,2,10Hz sampling phase 1 modulo 3,77.051,76.67,pass
US101_V0818_T1118847204500,818,local_position_SG,3,10Hz sampling phase 2 modulo 3,77.481,76.67,pass
US101_V0818_T1118847204500,818,global_position_SG,1,10Hz sampling phase 0 modulo 3,76.592,76.67,pass
US101_V0818_T1118847204500,818,global_position_SG,2,10Hz sampling phase 1 modulo 3,77.051,76.67,pass
US101_V0818_T1118847204500,818,global_position_SG,3,10Hz sampling phase 2 modulo 3,77.481,76.67,pass
US101_V0821_T1118847206500,821,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,21.823000000000004,10.450000000000003,pass
US101_V0821_T1118847206500,821,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,22.796999999999997,10.450000000000003,pass
US101_V0821_T1118847206500,821,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,10.46500000000001,10.450000000000003,pass
US101_V0821_T1118847206500,821,local_position_SG,1,10Hz sampling phase 0 modulo 3,22.382999999999953,10.450000000000003,pass
US101_V0821_T1118847206500,821,local_position_SG,2,10Hz sampling phase 1 modulo 3,21.62010909090889,10.450000000000003,pass
US101_V0821_T1118847206500,821,local_position_SG,3,10Hz sampling phase 2 modulo 3,10.295945454545516,10.450000000000003,pass
US101_V0821_T1118847206500,821,global_position_SG,1,10Hz sampling phase 0 modulo 3,23.748538284033565,10.450000000000003,pass
US101_V0821_T1118847206500,821,global_position_SG,2,10Hz sampling phase 1 modulo 3,23.25063491607169,10.450000000000003,pass
US101_V0821_T1118847206500,821,global_position_SG,3,10Hz sampling phase 2 modulo 3,12.540462883709605,10.450000000000003,pass
US101_V0822_T1118847206800,822,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,91.892,91.99,pass
US101_V0822_T1118847206800,822,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,92.902,91.99,pass
US101_V0822_T1118847206800,822,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,93.912,91.99,pass
US101_V0822_T1118847206800,822,local_position_SG,1,10Hz sampling phase 0 modulo 3,91.892,91.99,pass
US101_V0822_T1118847206800,822,local_position_SG,2,10Hz sampling phase 1 modulo 3,92.902,91.99,pass
US101_V0822_T1118847206800,822,local_position_SG,3,10Hz sampling phase 2 modulo 3,93.912,91.99,pass
US101_V0822_T1118847206800,822,global_position_SG,1,10Hz sampling phase 0 modulo 3,91.892,91.99,pass
US101_V0822_T1118847206800,822,global_position_SG,2,10Hz sampling phase 1 modulo 3,92.902,91.99,pass
US101_V0822_T1118847206800,822,global_position_SG,3,10Hz sampling phase 2 modulo 3,93.912,91.99,pass
US101_V0823_T1118847207500,823,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,103.752,104.14,pass
US101_V0823_T1118847207500,823,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,104.821,104.14,pass
US101_V0823_T1118847207500,823,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,105.067,104.14,pass
US101_V0823_T1118847207500,823,local_position_SG,1,10Hz sampling phase 0 modulo 3,103.88312727272725,104.14,pass
US101_V0823_T1118847207500,823,local_position_SG,2,10Hz sampling phase 1 modulo 3,104.73623636363641,104.14,pass
US101_V0823_T1118847207500,823,local_position_SG,3,10Hz sampling phase 2 modulo 3,105.47325454545451,104.14,pass
US101_V0823_T1118847207500,823,global_position_SG,1,10Hz sampling phase 0 modulo 3,103.58407370829813,104.14,pass
US101_V0823_T1118847207500,823,global_position_SG,2,10Hz sampling phase 1 modulo 3,104.73,104.14,pass
US101_V0823_T1118847207500,823,global_position_SG,3,10Hz sampling phase 2 modulo 3,105.06656807650891,104.14,pass
US101_V0825_T1118847205800,825,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,105.541,105.72,pass
US101_V0825_T1118847205800,825,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,106.128,105.72,pass
US101_V0825_T1118847205800,825,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,106.647,105.72,pass
